id,timestamp,source,rating,feedback_text
1259,2024-02-02,app_store_review,2.0,chat support gave me copy paste answers that did not help
1148,2024-02-02,support_ticket,1.0,items were missing from my delivery got only half the order
2083,2024-02-02,survey_comment,2.0,coupon save50 did not apply at checkout and i paid full price
1599,2024-02-02,app_store_review,3.0,average experience could be better
2328,2024-02-03,app_store_review,1.0,login button does nothing on the latest update
1306,2024-02-03,survey_comment,1.0,my order arrived almost an hour late and the food was cold
2610,2024-02-03,app_store_review,,please add more vegan restaurants to the platform
1787,2024-02-03,survey_comment,1.0,cannot add address the save button is greyed out
2174,2024-02-03,survey_comment,1.0,i was charged twice for the same order please refund the extra amount  my groceries order in mumbai
1334,2024-02-03,app_store_review,,great experience overall food always fresh  my fruits order in hyderabad
1359,2024-02-03,survey_comment,1.0,cannot add address the save button is greyed out agent priya was handling it
1629,2024-02-03,support_ticket,2.0,the invoice amount does not match what the app showed me agent rahul was handling it
1289,2024-02-03,support_ticket,2.0,my refund still hasnt come after 10 days this is ridiculous
1837,2024-02-03,app_store_review,3.0,delivery person was rude and threw the bag on the floor
1475,2024-02-03,support_ticket,,cannot add address the save button is greyed out this is the first time
1401,2024-02-04,survey_comment,3.0,my refund still hasnt come after 10 days this is ridiculous agent neha was handling it
1101,2024-02-04,survey_comment,3.0,food was spilled all over the bag when it reached me this is the second time
2269,2024-02-04,support_ticket,3.0,app keeps crashing every time i ooopen the cart
1569,2024-02-04,support_ticket,4.0,love this app ordering is so smooth and fast  my biryani order in kolkata
1971,2024-02-04,support_ticket,3.0,thank you to the agent priya who handled my complaint so well
1342,2024-02-04,app_store_review,2.0,login button does nothing on the latest update
1433,2024-02-04,app_store_review,3.0,why is there a service fee i never agreed to on my bill
1536,2024-02-04,survey_comment,,i was charged twice for the same order please refund the extra amount
2364,2024-02-04,survey_comment,3.0,the map screen freezes and i cannot place an order
1038,2024-02-04,survey_comment,2.0,chat support gave me copy paste answers that did not help agent vikram was handling it
1752,2024-02-04,app_store_review,2.0,my order arrived almost an hour late and the food was cold this is the third time
2492,2024-02-05,app_store_review,4.0,super easy to use and quick checkout well done team
1939,2024-02-05,app_store_review,1.0,the store staff was friendly when i picked up my order agent vikram was handling it
2276,2024-02-05,support_ticket,3.0,my refund still hasnt come after 10 days this is ridiculous
1302,2024-02-05,app_store_review,1.0,nobody from support replied to my three emails
1205,2024-02-05,survey_comment,3.0,cannot add address the save button is greyed out
1487,2024-02-05,app_store_review,2.0,the invoice amount does not match what the app showed me this is the second time
1298,2024-02-06,support_ticket,3.0,my order arrived almost an hour late and the food was cold  my burger order in kolkata
2019,2024-02-06,support_ticket,1.0,my refund still hasnt come after 10 days this is ridiculous  my milk order in delhi
1362,2024-02-06,support_ticket,4.0,great experience overall food always fresh this is the third time
2793,2024-02-06,app_store_review,3.0,app stuck on loading screen for 5 minutes then closed
1436,2024-02-06,survey_comment,4.0,great experience overall food always fresh  my thali order in kolkata
1773,2024-02-06,support_ticket,2.0,package was left at the wrong door i never received it  my fruits order in hyderabad
2367,2024-02-06,app_store_review,1.0,the support agent was very helpful and solved my issue quickly
2052,2024-02-07,support_ticket,2.0,login button does nothing on the latest update
1698,2024-02-07,survey_comment,3.0,the store staff was friendly when i picked up my order  my thali order in pune
1518,2024-02-07,app_store_review,5.0,love this app ordering is so smooth and fast  my pizza order in kolkata
1983,2024-02-07,survey_comment,1.0,order marked delivered but nothing arrived at my place
2368,2024-02-07,survey_comment,1.0,thank you to the agent priya who handled my complaint so well
2483,2024-02-08,survey_comment,2.0,my order arrived almost an hour late and the food was cold agent rahul was handling it
2186,2024-02-08,support_ticket,,five stars the app is fantastic and reliable  my pizza order in kolkata
2152,2024-02-08,app_store_review,,love this app ordering is so smooth and fast agent vikram was handling it
2063,2024-02-08,app_store_review,1.0,login button does nothing on the latest update this is the third time
1763,2024-02-08,survey_comment,2.0,app keeps crashing every time i open the cart this is the second time
2394,2024-02-08,app_store_review,2.0,the invoice amount does not match what the app showed me
1815,2024-02-08,survey_comment,5.0,great experience overall food always fresh agent neha was handling it
1143,2024-02-08,survey_comment,,login button does nothing on the latest update this is the fourth time
2196,2024-02-08,survey_comment,1.0,delivery person was rude and threw the bag on the floor
2056,2024-02-08,survey_comment,2.0,my refund still hasnt come after 10 days this is ridiculous
2391,2024-02-09,survey_comment,3.0,i was charged twice for the same order please refund the extra amount
1493,2024-02-09,support_ticket,1.0,items were missing from my delivery got only half the order
1180,2024-02-09,app_store_review,3.0,cannot add address the save button is greyed out  my milk order in delhi
1810,2024-02-09,support_ticket,2.0,chat support gave me copy paste answers that did not help
1340,2024-02-10,app_store_review,1.0,the invoice amount does not match what the app showed me this is the third time
1893,2024-02-10,app_store_review,2.0,order marked delivered but nothing arrived at my place  my fruits order in chennai
1159,2024-02-10,app_store_review,1.0,order marked delivered but nothing arrived at my place  my biryani order in delhi
1490,2024-02-10,support_ticket,1.0,got charged for a subscription i cancelled last month
1755,2024-02-10,support_ticket,1.0,the new version drains my battery so fast
1723,2024-02-10,survey_comment,,login button does nothing on the latest update
2160,2024-02-10,app_store_review,4.0,five stars the app is fantastic and reliable agent arjun was handling it
1447,2024-02-10,support_ticket,1.0,login button does nothing on the latest update
1681,2024-02-10,support_ticket,3.0,thank you to the agent priya who handled my complaint so well  my biryani order in mumbai
2057,2024-02-11,survey_comment,,the new version drains my battery so fast agent anil was handling it
2077,2024-02-11,app_store_review,3.0,food was spilled all over the bag when it reached me
2195,2024-02-11,support_ticket,2.0,items were missing frooom my delivery got only half the order agent rahul was handling it
1774,2024-02-11,app_store_review,2.0,notifications stopped working after the update
1238,2024-02-11,app_store_review,,the map screen freezes and i cannot place an order
1512,2024-02-11,support_ticket,3.0,the map screen freezes and i cannot place an order  my milk order in kolkata
2398,2024-02-12,support_ticket,,the invoooice amount does not match what the app showed me
1614,2024-02-12,app_store_review,,customer care kept me on hold for 40 minutes then disconnected  my biryani order in bangalore
1089,2024-02-12,survey_comment,5.0,love this app ordering is so smooth and fast
1210,2024-02-12,survey_comment,2.0,waited two hours and the order was finally cancelled by the app  my sushi order in kolkata
2298,2024-02-12,app_store_review,2.0,thank you to the agent priya who handled my complaint so well
1448,2024-02-12,support_ticket,1.0,i was charged twice for the same order please refund the extra amount  my milk order in hyderabad
1154,2024-02-12,survey_comment,3.0,double deduction on my card for order need this reversed asap
2249,2024-02-12,support_ticket,1.0,items were missing from my delivery got only half the order
2039,2024-02-13,app_store_review,2.0,the new version drains my battery so fast  my groceries order in pune
1067,2024-02-13,support_ticket,1.0,my order arrived almost an hour late and the food was cold
1550,2024-02-13,support_ticket,3.0,waited two hours and the order was finally cancelled by the app agent meera was handling it
1498,2024-02-13,app_store_review,5.0,super easy to use and quick checkout well done team
2254,2024-02-13,app_store_review,3.0,my refund still hasnt come after 10 days this is ridiculous
1244,2024-02-13,app_store_review,2.0,coupon save50 did not apply at checkout and i paid full price
1855,2024-02-13,survey_comment,5.0,super easy to use and quick checkout well done team
2086,2024-02-13,survey_comment,,great experience overall food always fresh
1092,2024-02-13,survey_comment,2.0,the new version drains my battery so fast agent arjun was handling it
1985,2024-02-13,app_store_review,1.0,my refund still hasnt come after 10 days this is ridiculous
1397,2024-02-13,survey_comment,,search bar shows no results even for items that exist
2283,2024-02-13,app_store_review,2.0,order marked delivered but nothing arrived at my place
2031,2024-02-13,survey_comment,1.0,thank you to the agent priya who handled my complaint so well agent priya was handling it
1293,2024-02-13,support_ticket,5.0,great experience overall food always fresh  my sushi order in bangalore
2775,2024-02-13,support_ticket,4.0,best delivery service in my city never had an issue
1155,2024-02-13,support_ticket,,order marked delivered but nothing arrived at my place  my groceries order in delhi
2199,2024-02-14,app_store_review,3.0,average experience cooould be better
1409,2024-02-14,survey_comment,2.0,double deduction on my card for order need this reversed asap agent rahul was handling it
2389,2024-02-14,support_ticket,1.0,the invoice amount does not match what the app showed me this is the fourth time
2771,2024-02-14,app_store_review,1.0,cannot add address the save button is greyed out
2090,2024-02-14,support_ticket,5.0,five stars the app is fantastic and reliable agent priya was handling it
2137,2024-02-14,survey_comment,,double deduction on my card for order need this reversed asap  my pizza order in delhi
1444,2024-02-14,app_store_review,2.0,the support agent was very helpful and solved my issue quickly this is the second time
2698,2024-02-14,app_store_review,2.0,le livreur etait tres impoli et la commande etait froide
1111,2024-02-14,app_store_review,2.0,nobody from support replied to my three emails agent meera was handling it
1527,2024-02-15,app_store_review,,notifications stopped working after the update  my milk order in kolkata
2106,2024-02-15,app_store_review,2.0,customer care kept me on hold for 40 minutes then disconnected  my biryani order in chennai
1117,2024-02-15,survey_comment,,love this app ordering is so smooth and fast
1793,2024-02-15,survey_comment,3.0,coupon save50 did not apply at checkout and i paid full price
1442,2024-02-15,app_store_review,1.0,nobody from support replied to my three emails  my milk order in hyderabad
1206,2024-02-15,support_ticket,1.0,food was spilled all over the bag when it reached me
1792,2024-02-15,app_store_review,3.0,waited two hours and the order was finally cancelled by the app
1789,2024-02-15,app_store_review,,great experience overall food always fresh  my biryani order in hyderabad
2312,2024-02-15,app_store_review,5.0,great experience overall food always fresh agent rahul was handling it
1649,2024-02-15,support_ticket,,login button does nothing on the latest update
2088,2024-02-15,app_store_review,5.0,super easy to use and quick checkout well done team
1391,2024-02-15,support_ticket,,best delivery service in my city never had an issue agent vikram was handling it
1942,2024-02-15,survey_comment,3.0,coupon save50 did not apply at checkout and i paid full price this is the first time
1062,2024-02-16,app_store_review,3.0,the new version drains my battery so fast  my burger order in chennai
1423,2024-02-16,support_ticket,2.0,the new version drains my battery so fast agent vikram was handling it
1813,2024-02-16,app_store_review,5.0,best delivery service in my city never had an issue
1701,2024-02-16,support_ticket,1.0,items were missing from my delivery got only half the order
2169,2024-02-16,survey_comment,,app stuck on loading screen for 5 minutes then closed this is the first time
2324,2024-02-16,support_ticket,2.0,driver could not find my building and just cancelled  my biryani order in delhi
1389,2024-02-16,survey_comment,,the support agent was very helpful and solved my issue quickly
1565,2024-02-16,app_store_review,2.0,app keeps crashing every time i open the cart
2017,2024-02-16,support_ticket,3.0,why is there a service fee i never agreed to on my bill
1543,2024-02-16,app_store_review,1.0,nobody from support replied to my three emails  my pizza order in bangalore
1805,2024-02-16,survey_comment,,the new version drains my battery so fast agent rahul was handling it
1684,2024-02-16,app_store_review,1.0,got charged for a subscription i cancelled last month this is the fourth time
1904,2024-02-17,support_ticket,,ok i guess
1674,2024-02-17,survey_comment,,food was spilled all over the bag when it reached me
1178,2024-02-17,survey_comment,,best delivery service in my city never had an issue this is the third time
2381,2024-02-17,app_store_review,1.0,notifications stopped working after the update  my milk order in bangalore
1963,2024-02-17,app_store_review,1.0,notifications stopped working after the update  my groceries order in hyderabad
1169,2024-02-17,support_ticket,1.0,waited two hours and the order was finally cancelled by the app  my fruits order in hyderabad
1192,2024-02-17,survey_comment,4.0,super easy to use and quick checkout well done team agent meera was handling it
2333,2024-02-17,survey_comment,1.0,the new version drains my battery so fast  my groceries order in hyderabad
1399,2024-02-17,app_store_review,2.0,the support agent was very helpful and solved my issue quickly this is the fourth time
1685,2024-02-17,app_store_review,4.0,five stars the app is fantastic and reliable
1129,2024-02-17,app_store_review,2.0,delivery person was rude and threw the bag on the floor
1947,2024-02-17,app_store_review,2.0,waited two hours and the order was finally cancelled by the app  my thali order in pune
1458,2024-02-17,survey_comment,3.0,app stuck on loading screen for 5 minutes then closed this is the fourth time
2810,2024-02-17,app_store_review,,the new version drains my battery so fast this is the fourth time
1573,2024-02-17,survey_comment,5.0,super easy to use and quick checkout well done team agent meera was handling it
2478,2024-02-17,survey_comment,3.0,notifications stopped working after the update this is the first time
1323,2024-02-17,support_ticket,1.0,order marked delivered but nothing arrived at my place agent sana was handling it
2390,2024-02-18,support_ticket,2.0,my order arrived almost an hour late and the food was cold
1172,2024-02-18,survey_comment,,the map screen freezes and i cannot place an order
1966,2024-02-18,survey_comment,1.0,thank you to the agent priya who handled my complaint so well
1949,2024-02-18,support_ticket,5.0,five stars the app is fantastic and reliable  my biryani order in delhi
1990,2024-02-18,app_store_review,5.0,love this app ordering is so smooth and fast  my milk order in hyderabad
2357,2024-02-18,support_ticket,,notifications stopped working after the update  my milk order in chennai
2330,2024-02-18,survey_comment,,login button does nothing on the latest update  my pizza order in pune
2407,2024-02-19,survey_comment,,i was charged twice for the same order please refund the extra amount  my biryani order in mumbai
2763,2024-02-19,survey_comment,1.0,order marked delivered but nothing arrived at my place
1927,2024-02-19,survey_comment,,got charged for a subscription i cancelled last month
1506,2024-02-19,app_store_review,3.0,app stuck on loading screen for 5 minutes then closed this is the second time
1968,2024-02-19,support_ticket,,coupon save50 did not apply at checkout and i paid full price  my groceries order in hyderabad
2124,2024-02-19,app_store_review,,payment failed but money got deducted from my account agent rahul was handling it
2292,2024-02-19,app_store_review,5.0,best delivery service in my city never had an issue  my groceries order in bangalore
1435,2024-02-20,survey_comment,1.0,waited two hours and the order was finally cancelled by the app agent arjun was handling it
1414,2024-02-20,app_store_review,1.0,my order arrived almost an hour late and the food was cold
2074,2024-02-20,support_ticket,,great experience overall food always fresh agent arjun was handling it
1429,2024-02-20,support_ticket,1.0,delivery person was rude and threw the bag on the floor
2003,2024-02-20,support_ticket,2.0,food was spilled all over the bag when it reached me  my pizza order in kolkata
1589,2024-02-20,support_ticket,1.0,the invoice amount does not match what the app showed me agent meera was handling it
1741,2024-02-20,app_store_review,1.0,order marked delivered but nothing arrived at my place
2076,2024-02-20,app_store_review,,best delivery service in my city never had an issue agent arjun was handling it
2426,2024-02-20,support_ticket,5.0,super easy to use and quick checkout well done team this is the third time
1824,2024-02-20,app_store_review,,app keeps crashing every time i open the cart  my fruits order in hyderabad
2289,2024-02-21,support_ticket,2.0,customer care kept me on hold for 40 minutes then disconnected
2297,2024-02-21,app_store_review,2.0,items were missing from my delivery got only half the order
1712,2024-02-21,support_ticket,2.0,package was left at the wrong door i never received it
2235,2024-02-21,app_store_review,,nobody from support replied to my three emails  my thali order in chennai
2073,2024-02-21,app_store_review,2.0,the new version drains my battery so fast agent neha was handling it
1759,2024-02-21,support_ticket,2.0,app keeps crashing every time i open the cart
2139,2024-02-21,app_store_review,5.0,best delivery service in my city never had an issue
1132,2024-02-21,app_store_review,3.0,delivery person was rude and threw the bag on the floor  my milk order in chennai
1233,2024-02-22,app_store_review,1.0,package was left at the wrong door i never received it  my fruits order in kolkata
1228,2024-02-22,app_store_review,2.0,driver could not find my building and just cancelled agent meera was handling it
1370,2024-02-22,support_ticket,,i was charged twice for the same order please refund the extra amount
1040,2024-02-22,survey_comment,1.0,the new version drains my battery so fast  my fruits order in delhi
1461,2024-02-22,support_ticket,1.0,payment failed but money got deducted from my account
1157,2024-02-22,app_store_review,,my refund still hasnt come after 10 days this is ridiculous  my sushi order in pune
1873,2024-02-22,support_ticket,1.0,items were missing from my delivery got only half the order this is the third time
1097,2024-02-22,support_ticket,3.0,driver could not find my building and just cancelled
1559,2024-02-23,survey_comment,1.0,the invoice amount does not match what the app showed me
2459,2024-02-23,app_store_review,2.0,my refund still hasnt come after 10 days this is ridiculous
2232,2024-02-23,survey_comment,1.0,chat support gave me copy paste answers that did not help
1243,2024-02-23,app_store_review,3.0,driver could not find my building and just cancelled  my sushi order in delhi
1689,2024-02-24,app_store_review,2.0,the invoice amount does not match what the app showed me
2320,2024-02-24,survey_comment,,nobody from support replied to my three emails
2474,2024-02-24,support_ticket,1.0,i was charged twice for the same order please refund the extra amount  my biryani order in pune
2783,2024-02-24,survey_comment,1.0,the store staff was friendly when i picked up my order
1544,2024-02-24,support_ticket,2.0,delivery person was rude and threw the bag on the floor
1886,2024-02-24,support_ticket,5.0,love this app ordering is so smooth and fast
2182,2024-02-24,app_store_review,,app stuck on loading screen for 5 minutes then closed  my fruits order in bangalore
2231,2024-02-24,app_store_review,3.0,food was spilled all over the bag when it reached me  my groceries order in kolkata
1538,2024-02-24,support_ticket,2.0,why is there a service fee i never agreed to on my bill
2317,2024-02-24,app_store_review,2.0,items were missing frooom my delivery got only half the order  my fruits order in mumbai
1321,2024-02-24,survey_comment,,five stars the app is fantastic and reliable this is the second time
2136,2024-02-24,support_ticket,2.0,i was charged twice for the same order please refund the extra amount  my fruits order in mumbai
1208,2024-02-24,app_store_review,1.0,app keeps crashing every time i open the cart
1667,2024-02-24,survey_comment,,search bar shows no results even for items that exist
2123,2024-02-24,app_store_review,,thank you to the agent priya who handled my complaint so well agent arjun was handling it
2245,2024-02-24,app_store_review,1.0,package was left at the wrong door i never received it  my thali order in chennai
1467,2024-02-24,support_ticket,2.0,search bar shows no results even for items that exist this is the second time
2406,2024-02-25,app_store_review,2.0,login button does nothing on the latest update
1526,2024-02-25,survey_comment,3.0,double deduction on my card for order need this reversed asap
1059,2024-02-25,app_store_review,2.0,why is there a service fee i never agreed to on my bill agent sana was handling it
2801,2024-02-25,app_store_review,1.0,why is there a service fee i never agreed to on my bill this is the fourth time
2038,2024-02-25,app_store_review,3.0,items were missing from my delivery got only half the order
2377,2024-02-25,app_store_review,3.0,my refund still hasnt come after 10 days this is ridiculous  my groceries order in delhi
1417,2024-02-25,survey_comment,,app keeps crashing every time i open the cart  my pizza order in mumbai
1532,2024-02-25,support_ticket,2.0,the new version drains my battery so fast
2149,2024-02-25,app_store_review,1.0,why is there a service fee i never agreed to on my bill this is the fourth time
2353,2024-02-25,app_store_review,3.0,the new version drains my battery so fast  my milk order in kolkata
1381,2024-02-25,support_ticket,3.0,driver could not find my building and just cancelled
1012,2024-02-25,app_store_review,2.0,app keeps crashing every time i open the cart agent rahul was handling it
2519,2024-02-25,app_store_review,5.0,brilliant my refund is on the way for the third week now lovely
2583,2024-02-25,support_ticket,1.0,order came late and i was charged a delivery fee that should have been free
1932,2024-02-25,app_store_review,1.0,thank you to the agent priya who handled my complaint so well
1970,2024-02-25,app_store_review,,the support agent was very helpful and solved my issue quickly  my thali order in chennai
1443,2024-02-25,app_store_review,1.0,why is there a service fee i never agreed to on my bill  my sushi order in delhi
1113,2024-02-25,app_store_review,3.0,order marked delivered but nothing arrived at my place agent neha was handling it
2446,2024-02-26,support_ticket,1.0,cannot add address the save button is greyed out
1137,2024-02-26,app_store_review,3.0,food was spilled all over the bag when it reached me  my burger order in hyderabad
1597,2024-02-26,app_store_review,2.0,chat support gave me copy paste answers that did not help  my sushi order in hyderabad
1778,2024-02-26,app_store_review,5.0,great experience overall food always fresh
1663,2024-02-26,support_ticket,,items were missing from my delivery got only half the order
2454,2024-02-26,support_ticket,1.0,package was left at the wrong door i never received it  my milk order in pune
1096,2024-02-27,support_ticket,,notifications stopped working after the update this is the third time
1351,2024-02-27,survey_comment,5.0,best delivery service in my city never had an issue
2397,2024-02-27,survey_comment,,five stars the app is fantastic and reliable  my pizza order in hyderabad
1328,2024-02-27,app_store_review,3.0,nobody from support replied to my three emails  my groceries order in pune
1962,2024-02-27,app_store_review,5.0,super easy to use and quick checkout well done team  my sushi order in hyderabad
1168,2024-02-27,support_ticket,2.0,the new version drains my battery so fast
2756,2024-02-27,survey_comment,2.0,app keeps crashing every time i open the cart  my groceries order in mumbai
1583,2024-02-27,survey_comment,1.0,waited two hours and the order was finally cancelled by the app
1669,2024-02-28,survey_comment,2.0,package was left at the wrong door i never received it  my sushi order in pune
2041,2024-02-28,support_ticket,,five stars the app is fantastic and reliable
1242,2024-02-28,survey_comment,3.0,why is there a service fee i never agreed to on my bill  my burger order in hyderabad
1978,2024-02-28,survey_comment,2.0,order marked delivered but nothing arrived at my place
1777,2024-02-28,survey_comment,3.0,notifications stopped working after the update
2267,2024-02-28,survey_comment,3.0,coupon save50 did not apply at checkout and i paid full price  my milk order in delhi
2105,2024-02-28,support_ticket,,the invoice amount does not match what the app showed me agent anil was handling it
2238,2024-02-28,app_store_review,2.0,notifications stopped working after the update agent vikram was handling it
1785,2024-02-28,survey_comment,,the map screen freezes and i cannot place an order  my milk order in delhi
1516,2024-02-28,app_store_review,1.0,custooomer care kept me on hold for 40 minutes then disconnected this is the fourth time
2530,2024-02-28,app_store_review,4.0,brilliant my refund is on the way for the third week now lovely
2301,2024-02-28,app_store_review,2.0,delivery person was rude and threw the bag on the floor agent vikram was handling it
1479,2024-02-28,app_store_review,5.0,love this app ordering is so smooth and fast agent meera was handling it
1139,2024-02-28,app_store_review,,five stars the app is fantastic and reliable
2456,2024-03-01,survey_comment,2.0,notifications stopped working after the update
1296,2024-03-01,survey_comment,2.0,notifications stopped working after the update
2059,2024-03-01,app_store_review,,super easy to use and quick checkout well done team agent anil was handling it
2718,2024-03-01,app_store_review,5.0,i was charged twice for the same order please refund the extra amount
1827,2024-03-01,survey_comment,,package was left at the wrong door i never received it
2168,2024-03-01,support_ticket,1.0,waited two hours and the order was finally cancelled by the app this is the fourth time
2500,2024-03-01,app_store_review,2.0,got charged for a subscription i cancelled last month
2066,2024-03-01,support_ticket,2.0,customer care kept me on hold for 40 minutes then disconnected
1093,2024-03-01,survey_comment,,app stuck on loading screen for 5 minutes then closed
1383,2024-03-01,survey_comment,2.0,food was spilled all over the bag when it reached me  my pizza order in hyderabad
2281,2024-03-01,app_store_review,1.0,payment failed but money got deducted from my account agent priya was handling it
2236,2024-03-01,support_ticket,5.0,super easy to use and quick checkout well done team agent priya was handling it
2040,2024-03-02,app_store_review,,payment failed but money got deducted from my account  my thali order in delhi
1331,2024-03-02,app_store_review,3.0,delivery person was rude and threw the bag on the floor
1190,2024-03-02,app_store_review,5.0,great experience overall food always fresh  my pizza order in bangalore
1560,2024-03-02,app_store_review,4.0,super easy to use and quick checkout well done team
2424,2024-03-02,support_ticket,,super easy to use and quick checkout well done team  my milk order in delhi
1915,2024-03-02,app_store_review,3.0,app keeps crashing every time i open the cart
2465,2024-03-02,survey_comment,2.0,delivery person was rude and threw the bag on the floor
1925,2024-03-02,survey_comment,,great experience overall food always fresh
2138,2024-03-02,survey_comment,3.0,app stuck on loading screen for 5 minutes then closed  my pizza order in hyderabad
1581,2024-03-02,support_ticket,2.0,noootifications stopped working after the update
2498,2024-03-02,survey_comment,,best delivery service in my city never had an issue agent rahul was handling it
1451,2024-03-02,app_store_review,3.0,customer care kept me on hold for 40 minutes then disconnected  my fruits order in bangalore
1567,2024-03-02,app_store_review,4.0,five stars the app is fantastic and reliable  my biryani order in chennai
2070,2024-03-02,survey_comment,3.0,got charged for a subscription i cancelled last month
1427,2024-03-02,app_store_review,2.0,login button does nothing on the latest update
2366,2024-03-03,survey_comment,1.0,why is there a service fee i never agreed to on my bill this is the first time
2470,2024-03-03,support_ticket,3.0,app keeps crashing every time i open the cart
1400,2024-03-03,support_ticket,5.0,five stars the app is fantastic and reliable
2337,2024-03-03,app_store_review,3.0,customer care kept me on hold for 40 minutes then disconnected
1145,2024-03-03,app_store_review,3.0,order marked delivered but nooothing arrived at my place
2015,2024-03-03,survey_comment,,best delivery service in my city never had an issue
